boundaries,geometry
5634,"POLYGON ((-90.25021759948847 38.559751793691, -90.25021759948847 38.5609571308937, -90.24900588217704 38.5609571308937, -90.24900588217704 38.559751793691, -90.25021759948847 38.559751793691))"
5635,"POLYGON ((-90.25021759948847 38.5609571308937, -90.25021759948847 38.56216246809642, -90.24900588217704 38.56216246809642, -90.24900588217704 38.5609571308937, -90.25021759948847 38.5609571308937))"
5636,"POLYGON ((-90.25021759948847 38.56216246809642, -90.25021759948847 38.56336780529912, -90.24900588217704 38.56336780529912, -90.24900588217704 38.56216246809642, -90.25021759948847 38.56216246809642))"
5637,"POLYGON ((-90.25021759948847 38.56336780529912, -90.25021759948847 38.56457314250183, -90.24900588217704 38.56457314250183, -90.24900588217704 38.56336780529912, -90.25021759948847 38.56336780529912))"
5638,"POLYGON ((-90.25021759948847 38.56457314250183, -90.25021759948847 38.56577847970453, -90.24900588217704 38.56577847970453, -90.24900588217704 38.56457314250183, -90.25021759948847 38.56457314250183))"
5639,"POLYGON ((-90.25021759948847 38.56577847970453, -90.25021759948847 38.56698381690724, -90.24900588217704 38.56698381690724, -90.24900588217704 38.56577847970453, -90.25021759948847 38.56577847970453))"
5640,"POLYGON ((-90.25021759948847 38.56698381690724, -90.25021759948847 38.56818915410994, -90.24900588217704 38.56818915410994, -90.24900588217704 38.56698381690724, -90.25021759948847 38.56698381690724))"
5641,"POLYGON ((-90.25021759948847 38.56818915410994, -90.25021759948847 38.56939449131265, -90.24900588217704 38.56939449131265, -90.24900588217704 38.56818915410994, -90.25021759948847 38.56818915410994))"
5642,"POLYGON ((-90.25021759948847 38.56939449131265, -90.25021759948847 38.57059982851536, -90.24900588217704 38.57059982851536, -90.24900588217704 38.56939449131265, -90.25021759948847 38.56939449131265))"
5643,"POLYGON ((-90.25021759948847 38.57059982851536, -90.25021759948847 38.57180516571806, -90.24900588217704 38.57180516571806, -90.24900588217704 38.57059982851536, -90.25021759948847 38.57059982851536))"
5644,"POLYGON ((-90.25021759948847 38.57180516571806, -90.25021759948847 38.57301050292077, -90.24900588217704 38.57301050292077, -90.24900588217704 38.57180516571806, -90.25021759948847 38.57180516571806))"
5645,"POLYGON ((-90.25021759948847 38.57301050292077, -90.25021759948847 38.57421584012347, -90.24900588217704 38.57421584012347, -90.24900588217704 38.57301050292077, -90.25021759948847 38.57301050292077))"
5646,"POLYGON ((-90.25021759948847 38.57421584012347, -90.25021759948847 38.57542117732618, -90.24900588217704 38.57542117732618, -90.24900588217704 38.57421584012347, -90.25021759948847 38.57421584012347))"
5647,"POLYGON ((-90.25021759948847 38.57542117732618, -90.25021759948847 38.57662651452888, -90.24900588217704 38.57662651452888, -90.24900588217704 38.57542117732618, -90.25021759948847 38.57542117732618))"
5648,"POLYGON ((-90.25021759948847 38.57662651452888, -90.25021759948847 38.57783185173159, -90.24900588217704 38.57783185173159, -90.24900588217704 38.57662651452888, -90.25021759948847 38.57662651452888))"
5649,"POLYGON ((-90.25021759948847 38.57783185173159, -90.25021759948847 38.57903718893429, -90.24900588217704 38.57903718893429, -90.24900588217704 38.57783185173159, -90.25021759948847 38.57783185173159))"
5650,"POLYGON ((-90.25021759948847 38.57903718893429, -90.25021759948847 38.58024252613701, -90.24900588217704 38.58024252613701, -90.24900588217704 38.57903718893429, -90.25021759948847 38.57903718893429))"
5651,"POLYGON ((-90.25021759948847 38.58024252613701, -90.25021759948847 38.58144786333971, -90.24900588217704 38.58144786333971, -90.24900588217704 38.58024252613701, -90.25021759948847 38.58024252613701))"
5652,"POLYGON ((-90.25021759948847 38.58144786333971, -90.25021759948847 38.58265320054242, -90.24900588217704 38.58265320054242, -90.24900588217704 38.58144786333971, -90.25021759948847 38.58144786333971))"
5653,"POLYGON ((-90.25021759948847 38.58265320054242, -90.25021759948847 38.58385853774512, -90.24900588217704 38.58385853774512, -90.24900588217704 38.58265320054242, -90.25021759948847 38.58265320054242))"
5654,"POLYGON ((-90.25021759948847 38.58385853774512, -90.25021759948847 38.58506387494783, -90.24900588217704 38.58506387494783, -90.24900588217704 38.58385853774512, -90.25021759948847 38.58385853774512))"
5655,"POLYGON ((-90.25021759948847 38.58506387494783, -90.25021759948847 38.58626921215053, -90.24900588217704 38.58626921215053, -90.24900588217704 38.58506387494783, -90.25021759948847 38.58506387494783))"
5656,"POLYGON ((-90.25021759948847 38.58626921215053, -90.25021759948847 38.58747454935324, -90.24900588217704 38.58747454935324, -90.24900588217704 38.58626921215053, -90.25021759948847 38.58626921215053))"
5657,"POLYGON ((-90.25021759948847 38.58747454935324, -90.25021759948847 38.58867988655594, -90.24900588217704 38.58867988655594, -90.24900588217704 38.58747454935324, -90.25021759948847 38.58747454935324))"
5658,"POLYGON ((-90.25021759948847 38.58867988655594, -90.25021759948847 38.58988522375865, -90.24900588217704 38.58988522375865, -90.24900588217704 38.58867988655594, -90.25021759948847 38.58867988655594))"
5659,"POLYGON ((-90.25021759948847 38.58988522375865, -90.25021759948847 38.59109056096136, -90.24900588217704 38.59109056096136, -90.24900588217704 38.58988522375865, -90.25021759948847 38.58988522375865))"
5660,"POLYGON ((-90.25021759948847 38.59109056096136, -90.25021759948847 38.59229589816406, -90.24900588217704 38.59229589816406, -90.24900588217704 38.59109056096136, -90.25021759948847 38.59109056096136))"
5661,"POLYGON ((-90.25021759948847 38.59229589816406, -90.25021759948847 38.59350123536677, -90.24900588217704 38.59350123536677, -90.24900588217704 38.59229589816406, -90.25021759948847 38.59229589816406))"
5662,"POLYGON ((-90.25021759948847 38.59350123536677, -90.25021759948847 38.59470657256947, -90.24900588217704 38.59470657256947, -90.24900588217704 38.59350123536677, -90.25021759948847 38.59350123536677))"
5663,"POLYGON ((-90.25021759948847 38.59470657256947, -90.25021759948847 38.59591190977218, -90.24900588217704 38.59591190977218, -90.24900588217704 38.59470657256947, -90.25021759948847 38.59470657256947))"
5664,"POLYGON ((-90.25021759948847 38.59591190977218, -90.25021759948847 38.59711724697488, -90.24900588217704 38.59711724697488, -90.24900588217704 38.59591190977218, -90.25021759948847 38.59591190977218))"
5665,"POLYGON ((-90.25021759948847 38.59711724697488, -90.25021759948847 38.59832258417759, -90.24900588217704 38.59832258417759, -90.24900588217704 38.59711724697488, -90.25021759948847 38.59711724697488))"
5666,"POLYGON ((-90.25021759948847 38.59832258417759, -90.25021759948847 38.5995279213803, -90.24900588217704 38.5995279213803, -90.24900588217704 38.59832258417759, -90.25021759948847 38.59832258417759))"
5667,"POLYGON ((-90.25021759948847 38.5995279213803, -90.25021759948847 38.60073325858301, -90.24900588217704 38.60073325858301, -90.24900588217704 38.5995279213803, -90.25021759948847 38.5995279213803))"
5668,"POLYGON ((-90.25021759948847 38.60073325858301, -90.25021759948847 38.60193859578571, -90.24900588217704 38.60193859578571, -90.24900588217704 38.60073325858301, -90.25021759948847 38.60073325858301))"
5669,"POLYGON ((-90.25021759948847 38.60193859578571, -90.25021759948847 38.60314393298842, -90.24900588217704 38.60314393298842, -90.24900588217704 38.60193859578571, -90.25021759948847 38.60193859578571))"
5670,"POLYGON ((-90.25021759948847 38.60314393298842, -90.25021759948847 38.60434927019112, -90.24900588217704 38.60434927019112, -90.24900588217704 38.60314393298842, -90.25021759948847 38.60314393298842))"
5671,"POLYGON ((-90.25021759948847 38.60434927019112, -90.25021759948847 38.60555460739383, -90.24900588217704 38.60555460739383, -90.24900588217704 38.60434927019112, -90.25021759948847 38.60434927019112))"
5672,"POLYGON ((-90.25021759948847 38.60555460739383, -90.25021759948847 38.60675994459653, -90.24900588217704 38.60675994459653, -90.24900588217704 38.60555460739383, -90.25021759948847 38.60555460739383))"
5673,"POLYGON ((-90.25021759948847 38.60675994459653, -90.25021759948847 38.60796528179924, -90.24900588217704 38.60796528179924, -90.24900588217704 38.60675994459653, -90.25021759948847 38.60675994459653))"
5674,"POLYGON ((-90.25021759948847 38.60796528179924, -90.25021759948847 38.60917061900194, -90.24900588217704 38.60917061900194, -90.24900588217704 38.60796528179924, -90.25021759948847 38.60796528179924))"
5675,"POLYGON ((-90.25021759948847 38.60917061900194, -90.25021759948847 38.61037595620465, -90.24900588217704 38.61037595620465, -90.24900588217704 38.60917061900194, -90.25021759948847 38.60917061900194))"
5676,"POLYGON ((-90.25021759948847 38.61037595620465, -90.25021759948847 38.61158129340735, -90.24900588217704 38.61158129340735, -90.24900588217704 38.61037595620465, -90.25021759948847 38.61037595620465))"
5677,"POLYGON ((-90.25021759948847 38.61158129340735, -90.25021759948847 38.61278663061006, -90.24900588217704 38.61278663061006, -90.24900588217704 38.61158129340735, -90.25021759948847 38.61158129340735))"
5678,"POLYGON ((-90.25021759948847 38.61278663061006, -90.25021759948847 38.61399196781277, -90.24900588217704 38.61399196781277, -90.24900588217704 38.61278663061006, -90.25021759948847 38.61278663061006))"
5679,"POLYGON ((-90.25021759948847 38.61399196781277, -90.25021759948847 38.61519730501547, -90.24900588217704 38.61519730501547, -90.24900588217704 38.61399196781277, -90.25021759948847 38.61399196781277))"
5680,"POLYGON ((-90.25021759948847 38.61519730501547, -90.25021759948847 38.61640264221818, -90.24900588217704 38.61640264221818, -90.24900588217704 38.61519730501547, -90.25021759948847 38.61519730501547))"
5681,"POLYGON ((-90.25021759948847 38.61640264221818, -90.25021759948847 38.61760797942089, -90.24900588217704 38.61760797942089, -90.24900588217704 38.61640264221818, -90.25021759948847 38.61640264221818))"
5682,"POLYGON ((-90.25021759948847 38.61760797942089, -90.25021759948847 38.61881331662359, -90.24900588217704 38.61881331662359, -90.24900588217704 38.61760797942089, -90.25021759948847 38.61760797942089))"
5683,"POLYGON ((-90.25021759948847 38.61881331662359, -90.25021759948847 38.6200186538263, -90.24900588217704 38.6200186538263, -90.24900588217704 38.61881331662359, -90.25021759948847 38.61881331662359))"
5684,"POLYGON ((-90.25021759948847 38.6200186538263, -90.25021759948847 38.62122399102901, -90.24900588217704 38.62122399102901, -90.24900588217704 38.6200186538263, -90.25021759948847 38.6200186538263))"
5685,"POLYGON ((-90.25021759948847 38.62122399102901, -90.25021759948847 38.62242932823171, -90.24900588217704 38.62242932823171, -90.24900588217704 38.62122399102901, -90.25021759948847 38.62122399102901))"
5686,"POLYGON ((-90.25021759948847 38.62242932823171, -90.25021759948847 38.62363466543442, -90.24900588217704 38.62363466543442, -90.24900588217704 38.62242932823171, -90.25021759948847 38.62242932823171))"
5687,"POLYGON ((-90.25021759948847 38.62363466543442, -90.25021759948847 38.62484000263712, -90.24900588217704 38.62484000263712, -90.24900588217704 38.62363466543442, -90.25021759948847 38.62363466543442))"
5688,"POLYGON ((-90.25021759948847 38.62484000263712, -90.25021759948847 38.62604533983983, -90.24900588217704 38.62604533983983, -90.24900588217704 38.62484000263712, -90.25021759948847 38.62484000263712))"
5689,"POLYGON ((-90.25021759948847 38.62604533983983, -90.25021759948847 38.62725067704253, -90.24900588217704 38.62725067704253, -90.24900588217704 38.62604533983983, -90.25021759948847 38.62604533983983))"
5690,"POLYGON ((-90.25021759948847 38.62725067704253, -90.25021759948847 38.62845601424524, -90.24900588217704 38.62845601424524, -90.24900588217704 38.62725067704253, -90.25021759948847 38.62725067704253))"
5691,"POLYGON ((-90.25021759948847 38.62845601424524, -90.25021759948847 38.62966135144794, -90.24900588217704 38.62966135144794, -90.24900588217704 38.62845601424524, -90.25021759948847 38.62845601424524))"
5692,"POLYGON ((-90.25021759948847 38.62966135144794, -90.25021759948847 38.63086668865065, -90.24900588217704 38.63086668865065, -90.24900588217704 38.62966135144794, -90.25021759948847 38.62966135144794))"
5693,"POLYGON ((-90.25021759948847 38.63086668865065, -90.25021759948847 38.63207202585335, -90.24900588217704 38.63207202585335, -90.24900588217704 38.63086668865065, -90.25021759948847 38.63086668865065))"
5694,"POLYGON ((-90.25021759948847 38.63207202585335, -90.25021759948847 38.63327736305606, -90.24900588217704 38.63327736305606, -90.24900588217704 38.63207202585335, -90.25021759948847 38.63207202585335))"
5695,"POLYGON ((-90.25021759948847 38.63327736305606, -90.25021759948847 38.63448270025876, -90.24900588217704 38.63448270025876, -90.24900588217704 38.63327736305606, -90.25021759948847 38.63327736305606))"
5696,"POLYGON ((-90.25021759948847 38.63448270025876, -90.25021759948847 38.63568803746148, -90.24900588217704 38.63568803746148, -90.24900588217704 38.63448270025876, -90.25021759948847 38.63448270025876))"
5697,"POLYGON ((-90.25021759948847 38.63568803746148, -90.25021759948847 38.63689337466418, -90.24900588217704 38.63689337466418, -90.24900588217704 38.63568803746148, -90.25021759948847 38.63568803746148))"
5698,"POLYGON ((-90.25021759948847 38.63689337466418, -90.25021759948847 38.63809871186689, -90.24900588217704 38.63809871186689, -90.24900588217704 38.63689337466418, -90.25021759948847 38.63689337466418))"
5699,"POLYGON ((-90.25021759948847 38.63809871186689, -90.25021759948847 38.63930404906959, -90.24900588217704 38.63930404906959, -90.24900588217704 38.63809871186689, -90.25021759948847 38.63809871186689))"
5700,"POLYGON ((-90.25021759948847 38.63930404906959, -90.25021759948847 38.6405093862723, -90.24900588217704 38.6405093862723, -90.24900588217704 38.63930404906959, -90.25021759948847 38.63930404906959))"
5701,"POLYGON ((-90.25021759948847 38.6405093862723, -90.25021759948847 38.641714723475, -90.24900588217704 38.641714723475, -90.24900588217704 38.6405093862723, -90.25021759948847 38.6405093862723))"
5702,"POLYGON ((-90.25021759948847 38.641714723475, -90.25021759948847 38.64292006067771, -90.24900588217704 38.64292006067771, -90.24900588217704 38.641714723475, -90.25021759948847 38.641714723475))"
5703,"POLYGON ((-90.25021759948847 38.64292006067771, -90.25021759948847 38.64412539788042, -90.24900588217704 38.64412539788042, -90.24900588217704 38.64292006067771, -90.25021759948847 38.64292006067771))"
5704,"POLYGON ((-90.25021759948847 38.64412539788042, -90.25021759948847 38.64533073508312, -90.24900588217704 38.64533073508312, -90.24900588217704 38.64412539788042, -90.25021759948847 38.64412539788042))"
5705,"POLYGON ((-90.25021759948847 38.64533073508312, -90.25021759948847 38.64653607228583, -90.24900588217704 38.64653607228583, -90.24900588217704 38.64533073508312, -90.25021759948847 38.64533073508312))"
5706,"POLYGON ((-90.25021759948847 38.64653607228583, -90.25021759948847 38.64774140948853, -90.24900588217704 38.64774140948853, -90.24900588217704 38.64653607228583, -90.25021759948847 38.64653607228583))"
5707,"POLYGON ((-90.25021759948847 38.64774140948853, -90.25021759948847 38.64894674669124, -90.24900588217704 38.64894674669124, -90.24900588217704 38.64774140948853, -90.25021759948847 38.64774140948853))"
5708,"POLYGON ((-90.25021759948847 38.64894674669124, -90.25021759948847 38.65015208389394, -90.24900588217704 38.65015208389394, -90.24900588217704 38.64894674669124, -90.25021759948847 38.64894674669124))"
